Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:02243147


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2243147;1;01/03/1964;1;33,9;109,7;16;10;1;1;0;1265,69995117188;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,0;3,4;1,3;0,0;0,0;0,0;0,0;0,0;33,9;18,2;0,1;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;17,2;5,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/02/1964;1;68,6;238,7;20;13;1;1;0;1265,69995117188;1;0,0;0,0;0,0;25,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,6;8,6;1,2;19,0;0,0;0,2;68,6;27,6;18,2;23,6;10,5;0,0;4,3;2,1;0,0;0,0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
2243147;1;01/01/1964;1;7,6;41,7;24;12;1;1;0;1265,69995117188;1;0,0;0,3;0,2;6,3;7,1;0,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;1,6;7,6;2,7;6,2;4,2;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/12/1963;1;29,6;102,9;30;14;1;1;0;551,599975585937;1;0,0;0,0;0,0;0,0;0,0;0,0;1,7;5,5;0,0;0,8;0,0;9,4;0,0;12,0;1,1;0,0;0,0;0,0;0,0;13,6;4,0;0,2;4,5;0,0;0,0;6,0;11,2;3,3;0,0;29,6;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/11/1963;1;22,8;49,4;16;12;1;1;0;551,599975585937;1;0,0;0,2;3,9;0,4;0,0;0,0;0,7;0,0;1,0;0,0;2,6;0,4;0,0;0,0;9,1;22,8;0,0;0,0;0,0;0,0;4,2;3,6;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/10/1963;1;19,0;51,0;22;15;1;1;0;551,599975585937;1;0,8;2,5;0,1;0,0;7,0;0,2;1,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;2,6;0,3;19,0;3,9;2,9;4,8;0,0;0,0;1,9;0,0;3,4;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/09/1963;1;2,6;2,6;17;1;1;1;0;551,599975585937;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/08/1963;1;10,4;18,3;17;3;1;1;0;551,599975585937;1;0,0;0,0;0,0;0,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,4;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/07/1963;1;8,4;17,8;24;5;1;1;0;551,599975585937;1;0,0;0,0;0,0;0,0;5,3;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,0;0,0;0,0;0,0;8,4;2,2;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/06/1963;1;9,7;13,5;2;4;1;1;0;551,599975585937;1;0,4;9,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;2,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/05/1963;1;10,2;24,2;17;4;1;1;0;551,599975585937;1;0,0;0,0;0,0;0,0;8,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;10,2;4,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/04/1963;1;21,7;42,6;12;5;1;1;0;551,599975585937;1;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;4,8;5,7;21,7;0,0;0,0;0,0;0,0;9,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/03/1963;1;26,0;37,2;30;2;1;1;0;551,599975585937;1;0,0;0,0;0,0;0,0;11,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/02/1963;1;41,0;130,7;22;11;1;1;0;551,599975585937;1;0,0;9,0;0,2;6,9;5,7;9,3;17,8;34,1;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,0;0,1;0,0;0,6;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2243147;1;01/01/1963;1;13,4;61,4;16;11;1;1;0;551,599975585937;1;1,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,8;13,4;0,0;3,8;8,0;8,0;0,0;0,0;9,0;7,0;0,4;6,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/12/1962;1;12,9;50,7;28;11;1;1;0;1430;1;0,0;0,0;0,0;0,0;2,0;10,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,3;0,0;8,0;0,3;0,0;0,0;0,0;0,0;9,4;0,0;0,0;0,0;12,9;3,2;1,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/11/1962;1;51,2;154,4;22;12;1;1;0;1430;1;1,2;0,0;0,0;0,0;0,0;0,0;3,0;11,2;27,4;5,0;8,2;4,3;8,9;0,0;0,0;0,0;0,0;0,0;0,0;11,8;0,0;51,2;21,2;1,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/10/1962;1;37,8;120,8;29;14;1;1;0;1430;1;0,0;0,0;1,2;0,0;0,0;0,0;0,0;0,0;2,2;18,2;10,4;8,4;1,3;9,6;0,3;0,0;0,0;0,0;0,0;11,0;7,5;0,0;0,0;0,0;4,0;0,0;0,0;0,0;37,8;4,7;4,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/09/1962;1;33,0;64,7;23;9;1;1;0;1430;1;1,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;1,8;0,0;2,1;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,8;33,0;6,6;0,0;0,0;0,0;0,0;0,0;3,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/08/1962;1;41,5;46,7;24;7;1;1;0;1430;1;1,2;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;0,0;0,0;0,2;41,5;0,2;0,0;0,0;0,0;1,2;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/07/1962;1;31,2;52,7;20;7;1;1;0;1430;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,2;2,5;0,0;0,0;0,6;6,3;0,2;0,0;9,9;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/06/1962;1;16,0;34,8;14;9;1;1;0;1430;1;0,3;0,0;0,0;7,2;0,0;0,3;0,0;0,0;3,4;0,0;2,4;0,0;3,2;16,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/05/1962;1;26,8;86,0;4;10;1;1;0;1430;1;0,2;0,2;0,2;26,8;6,8;0,0;0,0;3,0;4,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,5;14,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/04/1962;1;9,4;29,4;11;12;1;1;0;1430;1;0,0;6,0;0,0;0,4;0,1;0,0;0,0;0,0;0,0;2,0;9,4;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,8;0,0;7,0;0,5;0,0;0,0;0,0;1,4;0,8;0,0;0,0;0,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/03/1962;1;18,7;27,5;3;4;1;1;0;1430;1;0,0;0,0;18,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;5,6;0,0;0,0;0,0;0,0;0,0;2,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/02/1962;1;78,9;252,2;25;16;1;1;0;1430;1;0,4;0,0;0,4;0,0;7,9;56,0;6,7;14,4;11,4;0,0;0,0;8,1;9,2;1,4;0,0;0,0;0,0;0,0;4,2;44,0;2,0;0,0;0,2;0,0;78,9;7,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2243147;1;01/01/1962;1;200,8;510,1;16;16;1;1;0;1430;1;0,0;0,0;0,0;19,4;0,0;0,0;0,0;13,6;11,0;0,0;2,4;0,0;0,0;0,0;0,0;200,8;124,8;11,6;1,0;4,4;13,1;0,2;33,0;0,0;0,0;0,0;15,1;49,0;10,6;0,0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/12/1961;1;50,5;180,4;4;11;1;1;0;1013,29998779297;1;0,0;0,0;1,8;50,5;17,6;19,0;6,9;8,0;0,0;9,0;0,8;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,1;0,0;0,0;0,0;35,3;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/11/1961;1;17,2;60,3;7;8;1;1;0;1013,29998779297;1;0,0;0,0;0,0;0,0;3,8;7,7;17,2;0,0;0,0;0,0;0,0;8,6;0,8;3,0;6,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/10/1961;1;1,6;3,3;12;5;1;1;0;1013,29998779297;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,6;0,0;0,0;0,0;0,3;0,8;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/09/1961;1;2,0;2,9;8;3;1;1;0;1013,29998779297;1;0,0;0,0;0,0;0,0;0,0;0,0;0,6;2,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/08/1961;1;4,8;9,5;22;6;1;1;0;1013,29998779297;1;2,1;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,8;0,5;0,0;0,0;0,2;1,3;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/07/1961;1;21,2;51,3;10;6;1;1;0;1013,29998779297;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,4;21,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,9;4,1;4,4;3,3;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/06/1961;1;38,2;81,7;17;8;1;1;0;1013,29998779297;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,0;0,0;0,0;0,0;0,0;0,0;13,0;24,5;38,2;1,5;0,0;0,0;0,0;0,0;1,6;0,7;0,0;0,7;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/05/1961;1;25,4;80,0;10;10;1;1;0;1013,29998779297;1;0,0;0,8;0,0;2,6;0,4;1,3;0,0;0,0;1,5;25,4;11,1;23,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,3;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/04/1961;1;30,8;140,1;7;11;1;1;0;1013,29998779297;1;0,0;0,0;0,0;0,0;0,0;13,5;30,8;21,9;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,6;20,8;0,9;1,9;0,0;0,0;13,0;9,0;10,4;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/03/1961;1;49,6;152,3;2;13;1;1;0;1013,29998779297;1;1,3;49,6;0,0;0,0;0,0;0,0;0,0;6,4;0,6;0,0;0,0;0,0;39,1;0,2;0,0;0,4;0,0;0,0;0,2;1,1;0,0;0,0;0,0;0,0;0,0;0,0;15,5;9,0;19,6;9,3;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/02/1961;1;48,3;113,6;24;11;1;1;0;1013,29998779297;1;0,0;0,2;0,0;0,0;0,0;2,5;0,0;5,0;0,0;12,4;0,0;18,0;7,8;6,3;9,4;2,9;0,8;0,0;0,0;0,0;0,0;0,0;0,0;48,3;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2243147;1;01/01/1961;1;53,8;137,9;28;18;1;1;0;1013,29998779297;1;2,9;2,4;0,6;0,0;0,0;0,3;0,5;0,2;0,2;0,0;0,2;0,0;1,5;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3;1,5;0,0;40,8;20,9;53,8;5,7;2,2;1,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
