Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:02243147


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2243147;1;01/12/1967;1;34,0;209,3;18;14;1;1;0;1817,5;1;0,0;0,0;0,0;0,0;26,1;0,5;0,0;0,0;28,0;12,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34,0;2,4;0,0;0,0;8,0;9,1;14,5;0,0;0,0;3,5;18,0;23,0;21,0;8,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/11/1967;1;71,4;156,1;17;15;1;1;0;1817,5;1;0,0;0,0;3,2;0,0;9,7;0,0;0,0;7,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;8,0;71,4;22,0;6,9;6,1;1,1;0,0;0,0;0,0;0,2;0,0;5,4;0,7;10,9;2,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/10/1967;1;15,2;47,2;30;10;1;1;0;1817,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;3,0;2,4;3,0;2,7;1,2;0,0;13,5;4,2;1,5;15,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/09/1967;1;16,5;43,0;14;12;1;1;0;1817,5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;3,8;0,0;0,4;0,1;16,5;0,1;0,0;0,0;0,0;0,0;0,0;0,0;4,1;6,7;0,6;3,7;4,4;1,6;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/08/1967;1;16,3;19,7;5;3;1;1;0;1817,5;1;0,0;0,0;0,0;0,0;16,3;2,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/07/1967;1;42,2;96,2;12;10;1;1;0;1817,5;1;0,0;0,2;0,0;0,0;0,0;0,5;2,0;0,0;0,0;0,0;0,0;42,2;0,8;0,0;8,6;26,8;11,2;0,0;0,0;0,0;0,0;0,0;3,7;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/06/1967;1;21,0;39,9;8;6;1;1;0;1817,5;1;0,0;0,0;0,0;0,0;0,0;0,0;8,4;21,0;0,0;0,0;0,0;3,2;2,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;3,5;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/05/1967;1;22,8;34,4;5;5;1;1;0;1817,5;1;5,2;0,0;0,0;0,0;22,8;0,0;0,0;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/04/1967;1;40,5;101,8;27;11;1;1;0;1817,5;1;0,0;0,0;0,0;0,0;10,6;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;0,8;0,2;0,2;0,0;0,2;0,0;0,0;0,0;8,9;40,5;0,0;8,8;17,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/03/1967;1;59,4;346,7;19;19;1;1;0;1817,5;1;0,0;1,4;19,2;0,0;0,0;8,5;9,6;54,4;16,0;0,4;2,0;0,5;0,0;50,9;26,6;16,0;10,9;49,2;59,4;6,4;10,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;5,1;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/02/1967;1;155,1;398,4;20;14;1;1;0;1817,5;1;0,8;0,0;0,0;2,3;0,0;27,1;2,0;10,6;0,0;9,6;0,0;8,0;5,5;1,0;8,8;0,0;0,0;49,2;117,6;155,1;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2243147;1;01/01/1967;1;79,6;324,8;25;24;1;1;0;1817,5;1;0,2;0,0;0,0;0,0;23,0;54,2;17,5;0,3;0,0;0,2;26,4;6,0;27,6;0,9;5,0;11,8;0,3;1,1;1,0;1,4;0,4;0,0;30,4;26,9;79,6;0,4;0,0;1,8;7,0;1,4;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/12/1966;1;40,6;150,9;28;9;1;1;0;1874,40002441406;1;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;0,0;0,0;0,0;8,0;28,6;9,8;28,6;31,9;0,0;0,0;40,6;0,7;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/11/1966;1;34,5;166,2;4;17;1;1;0;1874,40002441406;1;1,3;5,0;13,5;34,5;6,0;0,0;0,0;0,0;0,0;0,0;5,1;0,0;6,2;22,6;18,7;0,3;1,7;14,6;0,0;0,0;0,0;0,2;26,7;5,9;0,7;0,0;0,0;0,0;3,2;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/10/1966;1;26,6;147,9;29;14;1;1;0;1874,40002441406;1;0,0;0,0;0,0;0,0;11,2;0,0;11,5;22,8;0,0;3,0;0,0;0,0;0,0;0,1;0,0;0,0;3,3;13,2;9,3;1,0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;22,8;26,6;11,2;8,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/09/1966;1;9,0;41,6;17;11;1;1;0;1874,40002441406;1;0,0;0,0;0,0;0,2;8,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;8,1;0,0;0,6;3,9;0,3;5,8;0,0;0,0;0,0;0,0;0,7;3,9;0,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/08/1966;1;46,1;92,9;26;7;1;1;0;1874,40002441406;1;10,0;3,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,8;12,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,6;46,1;2,1;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/07/1966;1;19,0;38,5;1;5;1;1;0;1874,40002441406;1;19,0;7,6;1,2;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/06/1966;1;7,8;10,7;19;3;1;1;0;1874,40002441406;1;0,0;0,0;0,0;2,7;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/05/1966;1;30,2;107,1;24;14;1;1;0;1874,40002441406;1;0,0;0,0;0,0;0,0;0,0;29,8;12,5;3,8;3,9;0,0;2,6;0,5;4,3;0,5;9,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;30,2;8,0;0,2;0,0;0,9;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/04/1966;1;47,7;107,8;9;9;1;1;0;1874,40002441406;1;0,0;0,0;0,0;12,5;0,0;0,0;9,6;5,4;47,7;6,0;11,2;9,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;4,7;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/03/1966;1;140,6;299,8;27;10;1;1;0;1874,40002441406;1;0,0;0,0;0,0;0,0;8,1;0,0;26,7;14,3;1,4;68,0;12,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;140,6;9,1;3,0;16,4;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/02/1966;1;71,1;140,8;26;7;1;1;0;1874,40002441406;1;18,5;1,1;0,0;0,0;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,3;0,0;3,7;2,2;0,0;71,1;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2243147;1;01/01/1966;1;219,2;570,2;11;13;1;1;0;1874,40002441406;1;0,4;12,0;0,0;0,0;0,0;0,0;0,0;47,0;5,4;9,3;219,2;154,6;53,6;34,3;8,3;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;25,4;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/12/1965;1;30,8;121,1;23;15;1;1;0;1228,80004882812;1;0,4;0,0;0,0;0,0;0,0;0,0;0,0;3,5;5,5;6,9;0,3;3,2;0,0;0,0;6,1;5,0;0,8;0,0;0,0;0,0;0,0;19,5;30,8;0,0;0,0;9,8;0,0;0,0;12,0;4,6;12,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/11/1965;1;16,9;82,7;1;15;1;1;0;1228,80004882812;1;16,9;14,3;3,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;2,0;0,0;12,4;0,0;3,6;3,5;0,0;0,0;0,0;0,0;15,9;0,0;0,6;0,9;0,6;2,0;4,9;0,3;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/10/1965;1;60,3;168,1;30;9;1;1;0;1228,80004882812;1;13,6;39,8;3,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,0;0,0;0,0;2,2;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;5,4;0,0;0,0;0,0;60,3;11,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/09/1965;1;15,2;45,3;29;9;1;1;0;1228,80004882812;1;6,4;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,5;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,8;0,6;0,0;0,0;0,0;0,0;4,2;9,0;15,2;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/08/1965;1;23,4;43,8;22;5;1;1;0;1228,80004882812;1;0,0;0,0;0,0;0,0;14,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;5,4;23,4;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/07/1965;1;31,6;49,5;7;8;1;1;0;1228,80004882812;1;0,0;0,0;0,0;0,0;0,9;0,9;31,6;7,7;0,0;0,0;3,3;0,0;0,0;0,0;0,0;3,2;1,2;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/06/1965;1;8,2;11,5;5;7;1;1;0;1228,80004882812;1;0,0;0,0;0,6;0,0;8,2;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,2;0,9;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/05/1965;1;36,4;127,5;16;10;1;1;0;1228,80004882812;1;13,9;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,1;0,6;0,0;0,0;36,4;3,7;7,8;21,5;17,8;0,0;0,0;10,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/04/1965;1;21,1;76,6;14;13;1;1;0;1228,80004882812;1;2,4;0,0;0,0;0,0;0,0;0,0;1,2;0,0;0,0;3,2;7,8;0,0;0,0;21,1;6,5;0,0;0,0;0,0;0,0;0,6;1,8;9,0;0,0;0,0;0,0;0,0;0,8;4,6;16,4;1,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/03/1965;1;57,5;192,7;4;18;1;1;0;1228,80004882812;1;0,2;0,0;10,8;57,5;0,8;0,0;0,0;0,0;0,6;0,6;5,5;0,0;0,3;0,0;0,0;0,0;1,1;0,5;30,0;45,0;3,3;32,1;0,0;2,8;0,0;0,7;0,4;0,5;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/02/1965;1;61,7;156,5;5;12;1;1;0;1228,80004882812;1;3,2;0,0;0,0;0,0;61,7;22,1;0,0;0,0;0,0;0,0;2,9;20,3;0,0;0,0;0,0;0,0;0,3;14,0;0,0;0,0;0,0;2,0;2,2;0,0;0,8;22,0;5,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2243147;1;01/01/1965;1;37,0;153,5;20;13;1;1;0;1228,80004882812;1;0,0;1,4;6,2;0,5;9,6;0,6;0,0;0,0;1,8;21,4;11,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;37,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33,9;6,0;20,6;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/12/1964;1;68,0;231,1;18;18;1;1;0;1265,69995117188;1;0,0;5,8;0,0;51,7;6,4;0,0;0,1;0,9;0,0;0,0;0,0;0,0;1,0;25,9;7,0;0,0;0,0;68,0;6,2;1,0;0,0;0,0;0,4;2,0;3,4;3,1;15,0;0,0;0,0;31,0;2,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/11/1964;1;27,8;106,1;22;11;1;1;0;1265,69995117188;1;0,0;24,2;1,2;0,0;0,0;8,3;0,9;0,0;0,0;0,0;10,8;2,0;0,0;0,0;0,0;0,0;14,3;0,0;0,0;0,0;5,7;27,8;9,9;1,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/10/1964;1;19,0;100,8;31;18;1;1;0;1265,69995117188;1;0,2;3,4;5,8;12,3;0,2;2,0;18,8;0,8;1,9;0,0;0,0;3,0;0,1;13,6;0,0;0,0;0,0;4,8;1,0;4,1;6,8;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;19,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/09/1964;1;19,9;41,1;3;7;1;1;0;1265,69995117188;1;0,0;0,0;19,9;6,6;0,0;0,0;0,0;0,0;0,0;0,0;0,3;9,2;4,1;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/08/1964;1;17,1;38,3;4;9;1;1;0;1265,69995117188;1;0,0;0,0;0,0;17,1;3,4;0,0;0,0;0,0;0,0;3,6;0,4;0,1;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,3;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/07/1964;1;28,3;106,2;4;15;1;1;0;1265,69995117188;1;3,2;2,0;2,8;28,3;0,7;22,2;0,2;0,0;0,0;2,1;0,0;0,0;0,0;0,0;0,0;0,0;2,4;10,2;0,0;4,2;0,0;0,0;0,0;0,0;0,0;0,1;0,8;26,8;0,2;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/06/1964;1;15,7;46,3;30;12;1;1;0;1265,69995117188;1;0,3;0,0;0,1;0,0;0,0;0,0;5,9;0,0;0,0;0,0;0,0;0,0;0,0;2,3;0,8;3,8;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,1;1,8;0,2;2,0;15,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2243147;1;01/05/1964;1;33,0;85,6;30;12;1;1;0;1265,69995117188;1;4,0;0,6;8,0;0,5;0,0;0,3;1,5;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;0,0;26,0;33,0;7,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2243147;1;01/04/1964;1;44,4;120,1;25;11;1;1;0;1265,69995117188;1;1,4;13,5;6,1;2,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,2;4,3;0,0;0,0;44,4;0,3;0,0;0,0;40,3;0,1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
